Date,Month,District,LATITUDE,LONGITUDE,Water_Table_m
17-May-21,May,Kushtia,23.723,89.011,6.01
24-May-21,May,Kushtia,23.723,89.011,6.17
07-Jun-21,Jun,Kushtia,23.723,89.011,5.76
14-Jun-21,Jun,Kushtia,23.723,89.011,5.56
21-Jun-21,Jun,Kushtia,23.723,89.011,5.33
28-Jun-21,Jun,Kushtia,23.723,89.011,5.25
05-Jul-21,Jul,Kushtia,23.723,89.011,4.49
12-Jul-21,Jul,Kushtia,23.723,89.011,4.24
19-Jul-21,Jul,Kushtia,23.723,89.011,4.69
02-Aug-21,Aug,Kushtia,23.723,89.011,4.49
09-Aug-21,Aug,Kushtia,23.723,89.011,3.33
16-Aug-21,Aug,Kushtia,23.723,89.011,3.68
23-Aug-21,Aug,Kushtia,23.723,89.011,3.3
30-Aug-21,Aug,Kushtia,23.723,89.011,3.34
06-Sep-21,Sep,Kushtia,23.723,89.011,3.35
13-Sep-21,Sep,Kushtia,23.723,89.011,3.38
20-Sep-21,Sep,Kushtia,23.723,89.011,3.4
27-Sep-21,Sep,Kushtia,23.723,89.011,3.44
04-Oct-21,Oct,Kushtia,23.723,89.011,3.48
11-Oct-21,Oct,Kushtia,23.723,89.011,3.76
18-Oct-21,Oct,Kushtia,23.723,89.011,3.79
25-Oct-21,Oct,Kushtia,23.723,89.011,3.82
01-Nov-21,Nov,Kushtia,23.723,89.011,3.45
08-Nov-21,Nov,Kushtia,23.723,89.011,3.65
15-Nov-21,Nov,Kushtia,23.723,89.011,3.68
22-Nov-21,Nov,Kushtia,23.723,89.011,3.72
29-Nov-21,Nov,Kushtia,23.723,89.011,3.74
06-Dec-21,Dec,Kushtia,23.723,89.011,3.86
13-Dec-21,Dec,Kushtia,23.723,89.011,3.6
20-Dec-21,Dec,Kushtia,23.723,89.011,3.7
27-Dec-21,Dec,Kushtia,23.723,89.011,3.88
03-Jan-22,Jan,Kushtia,23.723,89.011,3.98
10-Jan-22,Jan,Kushtia,23.723,89.011,4.19
17-Jan-22,Jan,Kushtia,23.723,89.011,4.26
24-Jan-22,Jan,Kushtia,23.723,89.011,4.44
31-Jan-22,Jan,Kushtia,23.723,89.011,4.62
07-Feb-22,Feb,Kushtia,23.723,89.011,4.54
14-Feb-22,Feb,Kushtia,23.723,89.011,4.64
21-Feb-22,Feb,Kushtia,23.723,89.011,4.67
28-Feb-22,Feb,Kushtia,23.723,89.011,4.52
07-Mar-22,Mar,Kushtia,23.723,89.011,4.67
14-Mar-22,Mar,Kushtia,23.723,89.011,4.9
21-Mar-22,Mar,Kushtia,23.723,89.011,5.1
28-Mar-22,Mar,Kushtia,23.723,89.011,5.15
02-May-22,May,Kushtia,23.723,89.011,5.38
09-May-22,May,Kushtia,23.723,89.011,5.33
16-May-22,May,Kushtia,23.723,89.011,4.8
23-May-22,May,Kushtia,23.723,89.011,4.74
30-May-22,May,Kushtia,23.723,89.011,4.72
04-Jul-22,Jul,Kushtia,23.723,89.011,4.06
11-Jul-22,Jul,Kushtia,23.723,89.011,4.16
18-Jul-22,Jul,Kushtia,23.723,89.011,4.41
25-Jul-22,Jul,Kushtia,23.723,89.011,4.39
05-Sep-22,Sep,Kushtia,23.723,89.011,4.62
12-Sep-22,Sep,Kushtia,23.723,89.011,4.31
19-Sep-22,Sep,Kushtia,23.723,89.011,4.06
03-Oct-22,Oct,Kushtia,23.723,89.011,3.32
10-Oct-22,Oct,Kushtia,23.723,89.011,3.55
17-Oct-22,Oct,Kushtia,23.723,89.011,3.3
24-Oct-22,Oct,Kushtia,23.723,89.011,3.42
31-Oct-22,Oct,Kushtia,23.723,89.011,3.37
07-Nov-22,Nov,Kushtia,23.723,89.011,3.68
14-Nov-22,Nov,Kushtia,23.723,89.011,3.84
21-Nov-22,Nov,Kushtia,23.723,89.011,3.33
28-Nov-22,Nov,Kushtia,23.723,89.011,4.01
05-Dec-22,Dec,Kushtia,23.723,89.011,4.14
12-Dec-22,Dec,Kushtia,23.723,89.011,4.26
19-Dec-22,Dec,Kushtia,23.723,89.011,4.42
26-Dec-22,Dec,Kushtia,23.723,89.011,4.12
02-Jan-23,Jan,Kushtia,23.723,89.011,4.59
09-Jan-23,Jan,Kushtia,23.723,89.011,4.69
16-Jan-23,Jan,Kushtia,23.723,89.011,5
23-Jan-23,Jan,Kushtia,23.723,89.011,5.3
30-Jan-23,Jan,Kushtia,23.723,89.011,5.43
06-Feb-23,Feb,Kushtia,23.723,89.011,5.58
13-Feb-23,Feb,Kushtia,23.723,89.011,5.84
20-Feb-23,Feb,Kushtia,23.723,89.011,5.71
27-Feb-23,Feb,Kushtia,23.723,89.011,5.84
06-Mar-23,Mar,Kushtia,23.723,89.011,5.99
13-Mar-23,Mar,Kushtia,23.723,89.011,6.09
20-Mar-23,Mar,Kushtia,23.723,89.011,5.89
27-Mar-23,Mar,Kushtia,23.723,89.011,5.92
03-Apr-23,Apr,Kushtia,23.723,89.011,5.8
10-Apr-23,Apr,Kushtia,23.723,89.011,6.35
17-Apr-23,Apr,Kushtia,23.723,89.011,6.42
24-Apr-23,Apr,Kushtia,23.723,89.011,6.35
05-Jun-23,Jun,Kushtia,23.723,89.011,6.14
12-Jun-23,Jun,Kushtia,23.723,89.011,6.27
19-Jun-23,Jun,Kushtia,23.723,89.011,6.32
26-Jun-23,Jun,Kushtia,23.723,89.011,6.24
03-Jul-23,Jul,Kushtia,23.723,89.011,5.77
10-Jul-23,Jul,Kushtia,23.723,89.011,5.58
17-Jul-23,Jul,Kushtia,23.723,89.011,5.41
24-Jul-23,Jul,Kushtia,23.723,89.011,6.01
31-Jul-23,Jul,Kushtia,23.723,89.011,6
07-Aug-23,Aug,Kushtia,23.723,89.011,6.14
14-Aug-23,Aug,Kushtia,23.723,89.011,5.96
21-Aug-23,Aug,Kushtia,23.723,89.011,5.74
28-Aug-23,Aug,Kushtia,23.723,89.011,5.2
04-Sep-23,Sep,Kushtia,23.723,89.011,5.1
11-Sep-23,Sep,Kushtia,23.723,89.011,4.97
18-Sep-23,Sep,Kushtia,23.723,89.011,4.92
25-Sep-23,Sep,Kushtia,23.723,89.011,4.74
02-Oct-23,Oct,Kushtia,23.723,89.011,4.74
09-Oct-23,Oct,Kushtia,23.723,89.011,3.54
16-Oct-23,Oct,Kushtia,23.723,89.011,3.78
23-Oct-23,Oct,Kushtia,23.723,89.011,4.64
30-Oct-23,Oct,Kushtia,23.723,89.011,4.8
06-Nov-23,Nov,Kushtia,23.723,89.011,4.34
13-Nov-23,Nov,Kushtia,23.723,89.011,4.5
20-Nov-23,Nov,Kushtia,23.723,89.011,4.96
27-Nov-23,Nov,Kushtia,23.723,89.011,4.66
04-Dec-23,Dec,Kushtia,23.723,89.011,4.62
11-Dec-23,Dec,Kushtia,23.723,89.011,4.39
18-Dec-23,Dec,Kushtia,23.723,89.011,4.44
25-Dec-23,Dec,Kushtia,23.723,89.011,4.67
01-Jan-24,Jan,Kushtia,23.723,89.011,4.74
08-Jan-24,Jan,Kushtia,23.723,89.011,4.92
15-Jan-24,Jan,Kushtia,23.723,89.011,5.05
22-Jan-24,Jan,Kushtia,23.723,89.011,5.2
29-Jan-24,Jan,Kushtia,23.723,89.011,5.43
05-Feb-24,Feb,Kushtia,23.723,89.011,5.68
12-Feb-24,Feb,Kushtia,23.723,89.011,6.01
19-Feb-24,Feb,Kushtia,23.723,89.011,6.04
26-Feb-24,Feb,Kushtia,23.723,89.011,6.24
04-Mar-24,Mar,Kushtia,23.723,89.011,6.35
11-Mar-24,Mar,Kushtia,23.723,89.011,6.5
18-Mar-24,Mar,Kushtia,23.723,89.011,6.7
25-Mar-24,Mar,Kushtia,23.723,89.011,6.68
01-Apr-24,Apr,Kushtia,23.723,89.011,6.83
08-Apr-24,Apr,Kushtia,23.723,89.011,6.98
15-Apr-24,Apr,Kushtia,23.723,89.011,7.18
22-Apr-24,Apr,Kushtia,23.723,89.011,7.73
29-Apr-24,Apr,Kushtia,23.723,89.011,7.34
06-May-24,May,Kushtia,23.723,89.011,7.52
13-May-24,May,Kushtia,23.723,89.011,7.74
20-May-24,May,Kushtia,23.723,89.011,7.9
27-May-24,May,Kushtia,23.723,89.011,7.28
03-Jun-24,Jun,Kushtia,23.723,89.011,7.66
10-Jun-24,Jun,Kushtia,23.723,89.011,7.9
17-Jun-24,Jun,Kushtia,23.723,89.011,7.44
24-Jun-24,Jun,Kushtia,23.723,89.011,7.6
01-Jul-24,Jul,Kushtia,23.723,89.011,7.41
08-Jul-24,Jul,Kushtia,23.723,89.011,6.95
15-Jul-24,Jul,Kushtia,23.723,89.011,6.85
22-Jul-24,Jul,Kushtia,23.723,89.011,6.62
29-Jul-24,Jul,Kushtia,23.723,89.011,6.9
05-Aug-24,Aug,Kushtia,23.723,89.011,6.24
12-Aug-24,Aug,Kushtia,23.723,89.011,6.98
19-Aug-24,Aug,Kushtia,23.723,89.011,5.36
26-Aug-24,Aug,Kushtia,23.723,89.011,5.1
02-Sep-24,Sep,Kushtia,23.723,89.011,5.78
09-Sep-24,Sep,Kushtia,23.723,89.011,5.92
16-Sep-24,Sep,Kushtia,23.723,89.011,4.32
23-Sep-24,Sep,Kushtia,23.723,89.011,3.3
30-Sep-24,Sep,Kushtia,23.723,89.011,4.42
05-Jan-15,Jan,Manikganj,23.87,90.003,6.61
12-Jan-15,Jan,Manikganj,23.87,90.003,6.72
19-Jan-15,Jan,Manikganj,23.87,90.003,6.81
26-Jan-15,Jan,Manikganj,23.87,90.003,6.92
02-Feb-15,Feb,Manikganj,23.87,90.003,7.01
09-Feb-15,Feb,Manikganj,23.87,90.003,7.06
16-Feb-15,Feb,Manikganj,23.87,90.003,7.11
23-Feb-15,Feb,Manikganj,23.87,90.003,7.17
02-Mar-15,Mar,Manikganj,23.87,90.003,7.23
09-Mar-15,Mar,Manikganj,23.87,90.003,7.36
16-Mar-15,Mar,Manikganj,23.87,90.003,7.61
23-Mar-15,Mar,Manikganj,23.87,90.003,7.73
30-Mar-15,Mar,Manikganj,23.87,90.003,7.81
06-Apr-15,Apr,Manikganj,23.87,90.003,7.62
13-Apr-15,Apr,Manikganj,23.87,90.003,7.39
20-Apr-15,Apr,Manikganj,23.87,90.003,7.11
27-Apr-15,Apr,Manikganj,23.87,90.003,6.85
04-May-15,May,Manikganj,23.87,90.003,6.63
11-May-15,May,Manikganj,23.87,90.003,6.12
18-May-15,May,Manikganj,23.87,90.003,5.84
25-May-15,May,Manikganj,23.87,90.003,5.37
01-Jun-15,Jun,Manikganj,23.87,90.003,5.02
08-Jun-15,Jun,Manikganj,23.87,90.003,4.16
15-Jun-15,Jun,Manikganj,23.87,90.003,4.6
22-Jun-15,Jun,Manikganj,23.87,90.003,4.51
29-Jun-15,Jun,Manikganj,23.87,90.003,4.34
06-Jul-15,Jul,Manikganj,23.87,90.003,4.05
13-Jul-15,Jul,Manikganj,23.87,90.003,3.71
20-Jul-15,Jul,Manikganj,23.87,90.003,3.59
27-Jul-15,Jul,Manikganj,23.87,90.003,3.37
03-Aug-15,Aug,Manikganj,23.87,90.003,3.11
10-Aug-15,Aug,Manikganj,23.87,90.003,2.96
17-Aug-15,Aug,Manikganj,23.87,90.003,2.84
24-Aug-15,Aug,Manikganj,23.87,90.003,2.65
31-Aug-15,Aug,Manikganj,23.87,90.003,2.47
07-Sep-15,Sep,Manikganj,23.87,90.003,2.79
14-Sep-15,Sep,Manikganj,23.87,90.003,1.62
21-Sep-15,Sep,Manikganj,23.87,90.003,2.1
28-Sep-15,Sep,Manikganj,23.87,90.003,2.91
05-Oct-15,Oct,Manikganj,23.87,90.003,3.37
12-Oct-15,Oct,Manikganj,23.87,90.003,4.02
19-Oct-15,Oct,Manikganj,23.87,90.003,4.95
26-Oct-15,Oct,Manikganj,23.87,90.003,5.11
02-Nov-15,Nov,Manikganj,23.87,90.003,5.41
09-Nov-15,Nov,Manikganj,23.87,90.003,5.92
16-Nov-15,Nov,Manikganj,23.87,90.003,6.01
23-Nov-15,Nov,Manikganj,23.87,90.003,6.12
30-Nov-15,Nov,Manikganj,23.87,90.003,6.47
07-Dec-15,Dec,Manikganj,23.87,90.003,6.47
14-Dec-15,Dec,Manikganj,23.87,90.003,6.52
21-Dec-15,Dec,Manikganj,23.87,90.003,6.58
28-Dec-15,Dec,Manikganj,23.87,90.003,6.83
04-Jan-16,Jan,Manikganj,23.87,90.003,6.99
11-Jan-16,Jan,Manikganj,23.87,90.003,7.16
18-Jan-16,Jan,Manikganj,23.87,90.003,7.22
25-Jan-16,Jan,Manikganj,23.87,90.003,7.4
01-Feb-16,Feb,Manikganj,23.87,90.003,7.49
08-Feb-16,Feb,Manikganj,23.87,90.003,7.55
15-Feb-16,Feb,Manikganj,23.87,90.003,7.64
22-Feb-16,Feb,Manikganj,23.87,90.003,7.41
29-Feb-16,Feb,Manikganj,23.87,90.003,7.32
07-Mar-16,Mar,Manikganj,23.87,90.003,7.18
14-Mar-16,Mar,Manikganj,23.87,90.003,7.09
21-Mar-16,Mar,Manikganj,23.87,90.003,7.02
28-Mar-16,Mar,Manikganj,23.87,90.003,7.12
04-Apr-16,Apr,Manikganj,23.87,90.003,7.17
11-Apr-16,Apr,Manikganj,23.87,90.003,7.2
18-Apr-16,Apr,Manikganj,23.87,90.003,7.25
25-Apr-16,Apr,Manikganj,23.87,90.003,7.32
02-May-16,May,Manikganj,23.87,90.003,7.37
09-May-16,May,Manikganj,23.87,90.003,7.15
16-May-16,May,Manikganj,23.87,90.003,7.01
23-May-16,May,Manikganj,23.87,90.003,6.82
30-May-16,May,Manikganj,23.87,90.003,6.59
06-Jun-16,Jun,Manikganj,23.87,90.003,6.51
22-Aug-16,Aug,Manikganj,23.87,90.003,2.72
29-Aug-16,Aug,Manikganj,23.87,90.003,2.91
05-Sep-16,Sep,Manikganj,23.87,90.003,3.1
12-Sep-16,Sep,Manikganj,23.87,90.003,3.35
19-Sep-16,Sep,Manikganj,23.87,90.003,3.62
26-Sep-16,Sep,Manikganj,23.87,90.003,3.85
03-Oct-16,Oct,Manikganj,23.87,90.003,4.02
10-Oct-16,Oct,Manikganj,23.87,90.003,4.13
17-Oct-16,Oct,Manikganj,23.87,90.003,4.33
24-Oct-16,Oct,Manikganj,23.87,90.003,4.51
31-Oct-16,Oct,Manikganj,23.87,90.003,4.73
07-Nov-16,Nov,Manikganj,23.87,90.003,5.14
14-Nov-16,Nov,Manikganj,23.87,90.003,5.15
21-Nov-16,Nov,Manikganj,23.87,90.003,5.3
28-Nov-16,Nov,Manikganj,23.87,90.003,5.41
05-Dec-16,Dec,Manikganj,23.87,90.003,5.53
12-Dec-16,Dec,Manikganj,23.87,90.003,5.65
19-Dec-16,Dec,Manikganj,23.87,90.003,5.74
26-Dec-16,Dec,Manikganj,23.87,90.003,5.81
02-Jan-17,Jan,Manikganj,23.87,90.003,5.92
09-Jan-17,Jan,Manikganj,23.87,90.003,6.05
16-Jan-17,Jan,Manikganj,23.87,90.003,6.11
23-Jan-17,Jan,Manikganj,23.87,90.003,6.16
30-Jan-17,Jan,Manikganj,23.87,90.003,6.35
06-Feb-17,Feb,Manikganj,23.87,90.003,6.52
13-Feb-17,Feb,Manikganj,23.87,90.003,6.73
20-Feb-17,Feb,Manikganj,23.87,90.003,6.81
27-Feb-17,Feb,Manikganj,23.87,90.003,6.92
06-Mar-17,Mar,Manikganj,23.87,90.003,7.11
13-Mar-17,Mar,Manikganj,23.87,90.003,7.27
30-Oct-17,Oct,Manikganj,23.87,90.003,4.25
06-Nov-17,Nov,Manikganj,23.87,90.003,4.4
13-Nov-17,Nov,Manikganj,23.87,90.003,4.48
20-Nov-17,Nov,Manikganj,23.87,90.003,4.57
27-Nov-17,Nov,Manikganj,23.87,90.003,4.65
04-Dec-17,Dec,Manikganj,23.87,90.003,4.73
11-Dec-17,Dec,Manikganj,23.87,90.003,4.85
18-Dec-17,Dec,Manikganj,23.87,90.003,5.05
25-Dec-17,Dec,Manikganj,23.87,90.003,5.11
01-Jan-18,Jan,Manikganj,23.87,90.003,5.19
08-Jan-18,Jan,Manikganj,23.87,90.003,5.31
15-Jan-18,Jan,Manikganj,23.87,90.003,5.42
22-Jan-18,Jan,Manikganj,23.87,90.003,5.51
29-Jan-18,Jan,Manikganj,23.87,90.003,6.12
05-Feb-18,Feb,Manikganj,23.87,90.003,6.65
12-Feb-18,Feb,Manikganj,23.87,90.003,6.87
19-Feb-18,Feb,Manikganj,23.87,90.003,6.79
26-Feb-18,Feb,Manikganj,23.87,90.003,6.84
05-Mar-18,Mar,Manikganj,23.87,90.003,6
12-Mar-18,Mar,Manikganj,23.87,90.003,6.99
19-Mar-18,Mar,Manikganj,23.87,90.003,7.11
26-Mar-18,Mar,Manikganj,23.87,90.003,7.18
02-Apr-18,Apr,Manikganj,23.87,90.003,7.27
09-Apr-18,Apr,Manikganj,23.87,90.003,7.31
16-Apr-18,Apr,Manikganj,23.87,90.003,7.39
23-Apr-18,Apr,Manikganj,23.87,90.003,6.99
30-Apr-18,Apr,Manikganj,23.87,90.003,6.72
07-May-18,May,Manikganj,23.87,90.003,6.61
14-May-18,May,Manikganj,23.87,90.003,6.99
21-May-18,May,Manikganj,23.87,90.003,6.29
28-May-18,May,Manikganj,23.87,90.003,6.99
04-Jun-18,Jun,Manikganj,23.87,90.003,5.6
11-Jun-18,Jun,Manikganj,23.87,90.003,4.98
18-Jun-18,Jun,Manikganj,23.87,90.003,4.19
25-Jun-18,Jun,Manikganj,23.87,90.003,4.11
02-Jul-18,Jul,Manikganj,23.87,90.003,3.99
09-Jul-18,Jul,Manikganj,23.87,90.003,3.81
16-Jul-18,Jul,Manikganj,23.87,90.003,4.02
23-Jul-18,Jul,Manikganj,23.87,90.003,4.5
30-Jul-18,Jul,Manikganj,23.87,90.003,4.28
06-Aug-18,Aug,Manikganj,23.87,90.003,4.01
13-Aug-18,Aug,Manikganj,23.87,90.003,3.69
20-Aug-18,Aug,Manikganj,23.87,90.003,3.52
27-Aug-18,Aug,Manikganj,23.87,90.003,3.41
03-Sep-18,Sep,Manikganj,23.87,90.003,3.29
10-Sep-18,Sep,Manikganj,23.87,90.003,3.17
17-Sep-18,Sep,Manikganj,23.87,90.003,3.35
24-Sep-18,Sep,Manikganj,23.87,90.003,3.72
01-Oct-18,Oct,Manikganj,23.87,90.003,3.89
08-Oct-18,Oct,Manikganj,23.87,90.003,3.95
15-Oct-18,Oct,Manikganj,23.87,90.003,4.02
22-Oct-18,Oct,Manikganj,23.87,90.003,4.19
29-Oct-18,Oct,Manikganj,23.87,90.003,4.32
05-Nov-18,Nov,Manikganj,23.87,90.003,4.98
12-Nov-18,Nov,Manikganj,23.87,90.003,5.72
19-Nov-18,Nov,Manikganj,23.87,90.003,5.82
26-Nov-18,Nov,Manikganj,23.87,90.003,5.93
03-Dec-18,Dec,Manikganj,23.87,90.003,6.05
24-Dec-18,Dec,Manikganj,23.87,90.003,6.75
31-Dec-18,Dec,Manikganj,23.87,90.003,6.82
07-Jan-19,Jan,Manikganj,23.87,90.003,6.99
14-Jan-19,Jan,Manikganj,23.87,90.003,7.12
21-Jan-19,Jan,Manikganj,23.87,90.003,7.21
28-Jan-19,Jan,Manikganj,23.87,90.003,7.35
04-Feb-19,Feb,Manikganj,23.87,90.003,7.49
11-Feb-19,Feb,Manikganj,23.87,90.003,7.55
18-Feb-19,Feb,Manikganj,23.87,90.003,7.61
25-Feb-19,Feb,Manikganj,23.87,90.003,7.69
04-Mar-19,Mar,Manikganj,23.87,90.003,7.52
11-Mar-19,Mar,Manikganj,23.87,90.003,7.91
18-Mar-19,Mar,Manikganj,23.87,90.003,8.01
25-Mar-19,Mar,Manikganj,23.87,90.003,8.08
01-Apr-19,Apr,Manikganj,23.87,90.003,8.15
08-Apr-19,Apr,Manikganj,23.87,90.003,8.21
15-Apr-19,Apr,Manikganj,23.87,90.003,7.52
22-Apr-19,Apr,Manikganj,23.87,90.003,7.39
29-Apr-19,Apr,Manikganj,23.87,90.003,7.27
06-May-19,May,Manikganj,23.87,90.003,6.95
13-May-19,May,Manikganj,23.87,90.003,7.05
20-May-19,May,Manikganj,23.87,90.003,6.9
27-May-19,May,Manikganj,23.87,90.003,6.72
03-Jun-19,Jun,Manikganj,23.87,90.003,6.33
10-Jun-19,Jun,Manikganj,23.87,90.003,6.09
17-Jun-19,Jun,Manikganj,23.87,90.003,5.95
24-Jun-19,Jun,Manikganj,23.87,90.003,5.82
01-Jul-19,Jul,Manikganj,23.87,90.003,5.67
08-Jul-19,Jul,Manikganj,23.87,90.003,5.54
15-Jul-19,Jul,Manikganj,23.87,90.003,4.95
22-Jul-19,Jul,Manikganj,23.87,90.003,4.32
29-Jul-19,Jul,Manikganj,23.87,90.003,3.56
05-Aug-19,Aug,Manikganj,23.87,90.003,4.05
12-Aug-19,Aug,Manikganj,23.87,90.003,4.26
19-Aug-19,Aug,Manikganj,23.87,90.003,4.57
26-Aug-19,Aug,Manikganj,23.87,90.003,4.85
02-Sep-19,Sep,Manikganj,23.87,90.003,4.92
09-Sep-19,Sep,Manikganj,23.87,90.003,5.05
16-Sep-19,Sep,Manikganj,23.87,90.003,5.07
23-Sep-19,Sep,Manikganj,23.87,90.003,5.07
30-Sep-19,Sep,Manikganj,23.87,90.003,5.1
07-Oct-19,Oct,Manikganj,23.87,90.003,3.41
14-Oct-19,Oct,Manikganj,23.87,90.003,3.99
21-Oct-19,Oct,Manikganj,23.87,90.003,4.12
28-Oct-19,Oct,Manikganj,23.87,90.003,4.41
04-Nov-19,Nov,Manikganj,23.87,90.003,4.62
11-Nov-19,Nov,Manikganj,23.87,90.003,4.85
18-Nov-19,Nov,Manikganj,23.87,90.003,5.2
25-Nov-19,Nov,Manikganj,23.87,90.003,5.2
02-Dec-19,Dec,Manikganj,23.87,90.003,5.5
09-Dec-19,Dec,Manikganj,23.87,90.003,5.9
16-Dec-19,Dec,Manikganj,23.87,90.003,6.01
23-Dec-19,Dec,Manikganj,23.87,90.003,6.09
30-Dec-19,Dec,Manikganj,23.87,90.003,6.2
06-Jan-20,Jan,Manikganj,23.87,90.003,6.27
13-Jan-20,Jan,Manikganj,23.87,90.003,6.42
20-Jan-20,Jan,Manikganj,23.87,90.003,6.75
27-Jan-20,Jan,Manikganj,23.87,90.003,7.02
03-Feb-20,Feb,Manikganj,23.87,90.003,7.09
10-Feb-20,Feb,Manikganj,23.87,90.003,7.14
17-Feb-20,Feb,Manikganj,23.87,90.003,7.19
24-Feb-20,Feb,Manikganj,23.87,90.003,7.52
02-Mar-20,Mar,Manikganj,23.87,90.003,7.75
09-Mar-20,Mar,Manikganj,23.87,90.003,7.81
16-Mar-20,Mar,Manikganj,23.87,90.003,7.92
23-Mar-20,Mar,Manikganj,23.87,90.003,8.01
30-Mar-20,Mar,Manikganj,23.87,90.003,8.12
06-Apr-20,Apr,Manikganj,23.87,90.003,8.24
13-Apr-20,Apr,Manikganj,23.87,90.003,8.36
20-Apr-20,Apr,Manikganj,23.87,90.003,7.92
27-Apr-20,Apr,Manikganj,23.87,90.003,7.51
04-May-20,May,Manikganj,23.87,90.003,7.35
11-May-20,May,Manikganj,23.87,90.003,7.18
18-May-20,May,Manikganj,23.87,90.003,6.95
25-May-20,May,Manikganj,23.87,90.003,6.74
01-Jun-20,Jun,Manikganj,23.87,90.003,6.51
08-Jun-20,Jun,Manikganj,23.87,90.003,6.32
15-Jun-20,Jun,Manikganj,23.87,90.003,6.09
22-Jun-20,Jun,Manikganj,23.87,90.003,5.71
29-Jun-20,Jun,Manikganj,23.87,90.003,5.22
06-Jul-20,Jul,Manikganj,23.87,90.003,4.52
13-Jul-20,Jul,Manikganj,23.87,90.003,3.41
20-Jul-20,Jul,Manikganj,23.87,90.003,2.1
27-Jul-20,Jul,Manikganj,23.87,90.003,1.02
03-Aug-20,Aug,Manikganj,23.87,90.003,1.21
10-Aug-20,Aug,Manikganj,23.87,90.003,1.69
17-Aug-20,Aug,Manikganj,23.87,90.003,1.99
24-Aug-20,Aug,Manikganj,23.87,90.003,1.24
31-Aug-20,Aug,Manikganj,23.87,90.003,2.57
07-Sep-20,Sep,Manikganj,23.87,90.003,2.92
14-Sep-20,Sep,Manikganj,23.87,90.003,3.21
21-Sep-20,Sep,Manikganj,23.87,90.003,3.62
28-Sep-20,Sep,Manikganj,23.87,90.003,4.98
05-Oct-20,Oct,Manikganj,23.87,90.003,3.4
12-Oct-20,Oct,Manikganj,23.87,90.003,4.02
19-Oct-20,Oct,Manikganj,23.87,90.003,4.37
26-Oct-20,Oct,Manikganj,23.87,90.003,4.91
02-Nov-20,Nov,Manikganj,23.87,90.003,5.12
09-Nov-20,Nov,Manikganj,23.87,90.003,5.21
16-Nov-20,Nov,Manikganj,23.87,90.003,5.3
23-Nov-20,Nov,Manikganj,23.87,90.003,5.38
30-Nov-20,Nov,Manikganj,23.87,90.003,5.5
07-Dec-20,Dec,Manikganj,23.87,90.003,5.61
14-Dec-20,Dec,Manikganj,23.87,90.003,5.76
21-Dec-20,Dec,Manikganj,23.87,90.003,6.1
28-Dec-20,Dec,Manikganj,23.87,90.003,6.45
04-Jan-21,Jan,Manikganj,23.87,90.003,6.6
11-Jan-21,Jan,Manikganj,23.87,90.003,6.7
18-Jan-21,Jan,Manikganj,23.87,90.003,6.82
25-Jan-21,Jan,Manikganj,23.87,90.003,6.89
01-Feb-21,Feb,Manikganj,23.87,90.003,6.95
08-Feb-21,Feb,Manikganj,23.87,90.003,6.98
15-Feb-21,Feb,Manikganj,23.87,90.003,7.1
22-Feb-21,Feb,Manikganj,23.87,90.003,7.19
01-Mar-21,Mar,Manikganj,23.87,90.003,7.33
08-Mar-21,Mar,Manikganj,23.87,90.003,7.45
15-Mar-21,Mar,Manikganj,23.87,90.003,7.91
22-Mar-21,Mar,Manikganj,23.87,90.003,8.1
29-Mar-21,Mar,Manikganj,23.87,90.003,8.18
05-Apr-21,Apr,Manikganj,23.87,90.003,8.25
12-Apr-21,Apr,Manikganj,23.87,90.003,8.31
19-Apr-21,Apr,Manikganj,23.87,90.003,8.43
26-Apr-21,Apr,Manikganj,23.87,90.003,8.64
03-May-21,May,Manikganj,23.87,90.003,8.82
10-May-21,May,Manikganj,23.87,90.003,8.97
17-May-21,May,Manikganj,23.87,90.003,8.41
24-May-21,May,Manikganj,23.87,90.003,8.29
31-May-21,May,Manikganj,23.87,90.003,8.19
07-Jun-21,Jun,Manikganj,23.87,90.003,7.78
14-Jun-21,Jun,Manikganj,23.87,90.003,7.02
21-Jun-21,Jun,Manikganj,23.87,90.003,6.69
28-Jun-21,Jun,Manikganj,23.87,90.003,6.25
05-Jul-21,Jul,Manikganj,23.87,90.003,6.04
12-Jul-21,Jul,Manikganj,23.87,90.003,5.35
19-Jul-21,Jul,Manikganj,23.87,90.003,5.17
26-Jul-21,Jul,Manikganj,23.87,90.003,5.75
02-Aug-21,Aug,Manikganj,23.87,90.003,4.77
09-Aug-21,Aug,Manikganj,23.87,90.003,4.65
16-Aug-21,Aug,Manikganj,23.87,90.003,4.58
23-Aug-21,Aug,Manikganj,23.87,90.003,4.49
30-Aug-21,Aug,Manikganj,23.87,90.003,3.98
06-Sep-21,Sep,Manikganj,23.87,90.003,3.02
13-Sep-21,Sep,Manikganj,23.87,90.003,1.45
20-Sep-21,Sep,Manikganj,23.87,90.003,2.47
27-Sep-21,Sep,Manikganj,23.87,90.003,3.01
04-Oct-21,Oct,Manikganj,23.87,90.003,3.93
11-Oct-21,Oct,Manikganj,23.87,90.003,4.52
18-Oct-21,Oct,Manikganj,23.87,90.003,4.19
25-Oct-21,Oct,Manikganj,23.87,90.003,5.1
01-Nov-21,Nov,Manikganj,23.87,90.003,5.25
08-Nov-21,Nov,Manikganj,23.87,90.003,5.41
